timestamp,entity_type,entity_id,event_type,details
9.99999999999998,Order,O-5,ASSIGNED_WAREHOUSE,"{""dist"": ""2.0"", ""warehouse_id"": ""W1""}"
9.99999999999998,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D3"", ""order"": ""O-5""}"
9.99999999999998,Driver,D3,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
10.746230496595352,Order,O-2,DELIVERED,"{""driver"": ""D1""}"
11.707852817304989,Order,O-6,CREATED,"{""location"": ""4""}"
11.768353171719706,Order,O-7,CREATED,"{""location"": ""27""}"
11.799999999999974,Order,O-6,ASSIGNED_WAREHOUSE,"{""dist"": ""2.0"", ""warehouse_id"": ""W2""}"
11.799999999999974,Order,O-7,ASSIGNED_WAREHOUSE,"{""dist"": ""7.0"", ""warehouse_id"": ""W2""}"
11.799999999999974,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D2"", ""order"": ""O-6""}"
11.799999999999974,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D8"", ""order"": ""O-7""}"
11.799999999999974,Driver,D2,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
11.799999999999974,Driver,D8,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
11.9222526348281,Order,O-5,PICKED_UP,"{""driver"": ""D3""}"
12.298006080878242,Order,O-8,CREATED,"{""location"": ""77""}"
12.299999999999972,Order,O-8,ASSIGNED_WAREHOUSE,"{""dist"": ""12.0"", ""warehouse_id"": ""W2""}"
12.299999999999972,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D10"", ""order"": ""O-8""}"
12.299999999999972,Driver,D10,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
12.351794888238857,Order,O-9,CREATED,"{""location"": ""25""}"
12.399999999999972,Order,O-9,ASSIGNED_WAREHOUSE,"{""dist"": ""5.0"", ""warehouse_id"": ""W2""}"
12.399999999999972,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D5"", ""order"": ""O-9""}"
13.707852817304989,Order,O-6,PICKED_UP,"{""driver"": ""D2""}"
13.768353171719706,Order,O-7,PICKED_UP,"{""driver"": ""D8""}"
13.9222526348281,Order,O-5,DELIVERED,"{""driver"": ""D3""}"
14.298006080878242,Order,O-8,PICKED_UP,"{""driver"": ""D10""}"
14.399999999999972,Driver,D5,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
14.399999999999972,Order,O-9,PICKED_UP,"{""driver"": ""D5""}"
14.746230496595352,Driver,D1,RETURNED_TO_STAGING,"{""location"": ""0""}"
14.869495093822021,Order,O-10,CREATED,"{""location"": ""89""}"
14.899999999999963,Order,O-10,ASSIGNED_WAREHOUSE,"{""dist"": ""15.0"", ""warehouse_id"": ""W2""}"
14.899999999999963,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D1"", ""order"": ""O-10""}"
15.707852817304989,Order,O-6,DELIVERED,"{""driver"": ""D2""}"
15.9222526348281,Driver,D3,RETURNED_TO_STAGING,"{""location"": ""0""}"
16.444153602306823,Order,O-11,CREATED,"{""location"": ""28""}"
16.499999999999964,Order,O-11,ASSIGNED_WAREHOUSE,"{""dist"": ""8.0"", ""warehouse_id"": ""W2""}"
16.499999999999964,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D3"", ""order"": ""O-11""}"
16.899999999999963,Driver,D1,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
16.899999999999963,Order,O-10,PICKED_UP,"{""driver"": ""D1""}"
17.63695347463088,Order,O-12,CREATED,"{""location"": ""35""}"
17.69999999999998,Order,O-12,ASSIGNED_WAREHOUSE,"{""dist"": ""6.0"", ""warehouse_id"": ""W2""}"
17.69999999999998,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D7"", ""order"": ""O-12""}"
17.70785281730499,Driver,D2,RETURNED_TO_STAGING,"{""location"": ""2""}"
18.251402867935578,Order,O-3,DELIVERED,"{""driver"": ""D4""}"
18.467676435725338,Order,O-4,DELIVERED,"{""driver"": ""D6""}"
18.499999999999964,Driver,D3,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
18.499999999999964,Order,O-11,PICKED_UP,"{""driver"": ""D3""}"
19.39999999999997,Order,O-9,DELIVERED,"{""driver"": ""D5""}"
19.69999999999998,Driver,D7,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
19.69999999999998,Order,O-12,PICKED_UP,"{""driver"": ""D7""}"
20.768353171719706,Order,O-7,DELIVERED,"{""driver"": ""D8""}"
20.952429663077073,Order,O-13,CREATED,"{""location"": ""0""}"
21.00000000000003,Order,O-13,ASSIGNED_WAREHOUSE,"{""dist"": ""0"", ""warehouse_id"": ""W1""}"
21.00000000000003,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D9"", ""order"": ""O-13""}"
21.00000000000003,Driver,D9,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
22.952429663077073,Order,O-13,PICKED_UP,"{""driver"": ""D9""}"
22.952429663077073,Order,O-13,DELIVERED,"{""driver"": ""D9""}"
22.952429663077073,Driver,D9,RETURNED_TO_STAGING,"{""location"": ""0""}"
23.796748379579725,Order,O-14,CREATED,"{""location"": ""20""}"
23.800000000000068,Order,O-14,ASSIGNED_WAREHOUSE,"{""dist"": ""2.0"", ""warehouse_id"": ""W1""}"
23.800000000000068,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D9"", ""order"": ""O-14""}"
23.800000000000068,Driver,D9,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
25.69999999999998,Order,O-12,DELIVERED,"{""driver"": ""D7""}"
25.796748379579725,Order,O-14,PICKED_UP,"{""driver"": ""D9""}"
26.192328261526697,Order,O-15,CREATED,"{""location"": ""43""}"
26.200000000000102,Order,O-15,ASSIGNED_WAREHOUSE,"{""dist"": ""5.0"", ""warehouse_id"": ""W2""}"
26.200000000000102,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D2"", ""order"": ""O-15""}"
26.200000000000102,Driver,D2,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
26.298006080878242,Order,O-8,DELIVERED,"{""driver"": ""D10""}"
26.39999999999997,Driver,D5,RETURNED_TO_STAGING,"{""location"": ""0""}"
26.499999999999964,Order,O-11,DELIVERED,"{""driver"": ""D3""}"
26.843432179194384,Order,O-16,CREATED,"{""location"": ""27""}"
26.900000000000112,Order,O-16,ASSIGNED_WAREHOUSE,"{""dist"": ""7.0"", ""warehouse_id"": ""W2""}"
26.900000000000112,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D5"", ""order"": ""O-16""}"
27.768353171719706,Driver,D8,RETURNED_TO_STAGING,"{""location"": ""2""}"
27.796748379579725,Order,O-14,DELIVERED,"{""driver"": ""D9""}"
28.192328261526697,Order,O-15,PICKED_UP,"{""driver"": ""D2""}"
28.900000000000112,Driver,D5,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
28.900000000000112,Order,O-16,PICKED_UP,"{""driver"": ""D5""}"
29.251402867935578,Driver,D4,RETURNED_TO_STAGING,"{""location"": ""2""}"
29.467676435725338,Driver,D6,RETURNED_TO_STAGING,"{""location"": ""2""}"
29.796748379579725,Driver,D9,RETURNED_TO_STAGING,"{""location"": ""0""}"
31.899999999999963,Order,O-10,DELIVERED,"{""driver"": ""D1""}"
33.14647747607099,Order,O-17,CREATED,"{""location"": ""43""}"
33.1923282615267,Order,O-15,DELIVERED,"{""driver"": ""D2""}"
33.2000000000002,Order,O-17,ASSIGNED_WAREHOUSE,"{""dist"": ""5.0"", ""warehouse_id"": ""W2""}"
33.2000000000002,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D4"", ""order"": ""O-17""}"
33.2000000000002,Driver,D4,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
33.36211627414126,Order,O-18,CREATED,"{""location"": ""48""}"
33.400000000000205,Order,O-18,ASSIGNED_WAREHOUSE,"{""dist"": ""10.0"", ""warehouse_id"": ""W2""}"
33.400000000000205,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D6"", ""order"": ""O-18""}"
33.400000000000205,Driver,D6,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
33.56555364413252,Order,O-19,CREATED,"{""location"": ""44""}"
33.60000000000021,Order,O-19,ASSIGNED_WAREHOUSE,"{""dist"": ""6.0"", ""warehouse_id"": ""W2""}"
33.60000000000021,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D8"", ""order"": ""O-19""}"
33.60000000000021,Driver,D8,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
33.69999999999998,Driver,D7,RETURNED_TO_STAGING,"{""location"": ""0""}"
35.14647747607099,Order,O-17,PICKED_UP,"{""driver"": ""D4""}"
35.36211627414126,Order,O-18,PICKED_UP,"{""driver"": ""D6""}"
35.41685257804455,Order,O-20,CREATED,"{""location"": ""5""}"
35.500000000000234,Order,O-20,ASSIGNED_WAREHOUSE,"{""dist"": ""3.0"", ""warehouse_id"": ""W2""}"
35.500000000000234,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D7"", ""order"": ""O-20""}"
35.56555364413252,Order,O-19,PICKED_UP,"{""driver"": ""D8""}"
35.90000000000011,Order,O-16,DELIVERED,"{""driver"": ""D5""}"
36.499999999999964,Driver,D3,RETURNED_TO_STAGING,"{""location"": ""0""}"
37.500000000000234,Driver,D7,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
37.500000000000234,Order,O-20,PICKED_UP,"{""driver"": ""D7""}"
38.033533438937084,Order,O-21,CREATED,"{""location"": ""68""}"
38.10000000000027,Order,O-21,ASSIGNED_WAREHOUSE,"{""dist"": ""12.0"", ""warehouse_id"": ""W2""}"
38.10000000000027,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D3"", ""order"": ""O-21""}"
38.1923282615267,Driver,D2,RETURNED_TO_STAGING,"{""location"": ""2""}"
38.29800608087824,Driver,D10,RETURNED_TO_STAGING,"{""location"": ""2""}"
38.30019892160127,Order,O-22,CREATED,"{""location"": ""48""}"
38.400000000000276,Order,O-22,ASSIGNED_WAREHOUSE,"{""dist"": ""10.0"", ""warehouse_id"": ""W2""}"
38.400000000000276,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D2"", ""order"": ""O-22""}"
38.400000000000276,Driver,D2,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
38.46435557371695,Order,O-23,CREATED,"{""location"": ""37""}"
38.50000000000028,Order,O-23,ASSIGNED_WAREHOUSE,"{""dist"": ""8.0"", ""warehouse_id"": ""W2""}"
38.50000000000028,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D10"", ""order"": ""O-23""}"
38.50000000000028,Driver,D10,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
40.10000000000027,Driver,D3,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
40.10000000000027,Order,O-21,PICKED_UP,"{""driver"": ""D3""}"
40.14647747607099,Order,O-17,DELIVERED,"{""driver"": ""D4""}"
40.30019892160127,Order,O-22,PICKED_UP,"{""driver"": ""D2""}"
40.46435557371695,Order,O-23,PICKED_UP,"{""driver"": ""D10""}"
40.500000000000234,Order,O-20,DELIVERED,"{""driver"": ""D7""}"
41.56555364413252,Order,O-19,DELIVERED,"{""driver"": ""D8""}"
42.001277542887955,Order,O-24,CREATED,"{""location"": ""79""}"
42.10000000000033,Order,O-24,ASSIGNED_WAREHOUSE,"{""dist"": ""14.0"", ""warehouse_id"": ""W2""}"
42.10000000000033,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D9"", ""order"": ""O-24""}"
44.10000000000033,Driver,D9,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
44.10000000000033,Order,O-24,PICKED_UP,"{""driver"": ""D9""}"
44.90000000000011,Driver,D5,RETURNED_TO_STAGING,"{""location"": ""0""}"
45.14647747607099,Driver,D4,RETURNED_TO_STAGING,"{""location"": ""2""}"
45.36211627414126,Order,O-18,DELIVERED,"{""driver"": ""D6""}"
45.500000000000234,Driver,D7,RETURNED_TO_STAGING,"{""location"": ""0""}"
46.33479580160657,Order,O-25,CREATED,"{""location"": ""46""}"
46.40000000000039,Order,O-25,ASSIGNED_WAREHOUSE,"{""dist"": ""8.0"", ""warehouse_id"": ""W2""}"
46.40000000000039,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D4"", ""order"": ""O-25""}"
46.40000000000039,Driver,D4,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
47.56555364413252,Driver,D8,RETURNED_TO_STAGING,"{""location"": ""2""}"
48.05722768430426,Order,O-26,CREATED,"{""location"": ""90""}"
48.10000000000041,Order,O-26,ASSIGNED_WAREHOUSE,"{""dist"": ""9.0"", ""warehouse_id"": ""W1""}"
48.10000000000041,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D5"", ""order"": ""O-26""}"
48.10000000000041,Driver,D5,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
48.201412629508724,Order,O-27,CREATED,"{""location"": ""84""}"
48.300000000000416,Order,O-27,ASSIGNED_WAREHOUSE,"{""dist"": ""10.0"", ""warehouse_id"": ""W2""}"
48.300000000000416,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D8"", ""order"": ""O-27""}"
48.300000000000416,Driver,D8,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
48.33479580160657,Order,O-25,PICKED_UP,"{""driver"": ""D4""}"
48.46435557371695,Order,O-23,DELIVERED,"{""driver"": ""D10""}"
48.71869057020305,Order,O-28,CREATED,"{""location"": ""37""}"
48.80000000000042,Order,O-28,ASSIGNED_WAREHOUSE,"{""dist"": ""8.0"", ""warehouse_id"": ""W2""}"
48.80000000000042,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D7"", ""order"": ""O-28""}"
48.89999999999996,Driver,D1,RETURNED_TO_STAGING,"{""location"": ""0""}"
50.05722768430426,Order,O-26,PICKED_UP,"{""driver"": ""D5""}"
50.201412629508724,Order,O-27,PICKED_UP,"{""driver"": ""D8""}"
50.30019892160127,Order,O-22,DELIVERED,"{""driver"": ""D2""}"
50.80000000000042,Driver,D7,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
50.80000000000042,Order,O-28,PICKED_UP,"{""driver"": ""D7""}"
52.10000000000027,Order,O-21,DELIVERED,"{""driver"": ""D3""}"
55.36211627414126,Driver,D6,RETURNED_TO_STAGING,"{""location"": ""2""}"
56.33479580160657,Order,O-25,DELIVERED,"{""driver"": ""D4""}"
56.46435557371695,Driver,D10,RETURNED_TO_STAGING,"{""location"": ""2""}"
57.14785708048185,Order,O-29,CREATED,"{""location"": ""29""}"
57.20000000000054,Order,O-29,ASSIGNED_WAREHOUSE,"{""dist"": ""9.0"", ""warehouse_id"": ""W2""}"
57.20000000000054,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D6"", ""order"": ""O-29""}"
57.20000000000054,Driver,D6,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
58.10000000000033,Order,O-24,DELIVERED,"{""driver"": ""D9""}"
58.80000000000042,Order,O-28,DELIVERED,"{""driver"": ""D7""}"
59.05722768430426,Order,O-26,DELIVERED,"{""driver"": ""D5""}"
59.14785708048185,Order,O-29,PICKED_UP,"{""driver"": ""D6""}"
60.201412629508724,Order,O-27,DELIVERED,"{""driver"": ""D8""}"
60.30019892160127,Driver,D2,RETURNED_TO_STAGING,"{""location"": ""2""}"
61.17492000492798,Order,O-30,CREATED,"{""location"": ""48""}"
61.2000000000006,Order,O-30,ASSIGNED_WAREHOUSE,"{""dist"": ""10.0"", ""warehouse_id"": ""W2""}"
61.2000000000006,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D2"", ""order"": ""O-30""}"
61.2000000000006,Driver,D2,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
61.82630716486457,Order,O-31,CREATED,"{""location"": ""81""}"
61.90000000000061,Order,O-31,ASSIGNED_WAREHOUSE,"{""dist"": ""9.0"", ""warehouse_id"": ""W1""}"
61.90000000000061,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D1"", ""order"": ""O-31""}"
61.90000000000061,Driver,D1,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
63.17492000492798,Order,O-30,PICKED_UP,"{""driver"": ""D2""}"
63.82630716486457,Order,O-31,PICKED_UP,"{""driver"": ""D1""}"
64.33479580160656,Driver,D4,RETURNED_TO_STAGING,"{""location"": ""2""}"
65.41917303028555,Order,O-32,CREATED,"{""location"": ""20""}"
65.50000000000055,Order,O-32,ASSIGNED_WAREHOUSE,"{""dist"": ""2.0"", ""warehouse_id"": ""W1""}"
65.50000000000055,Dispatcher,W1,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D4"", ""order"": ""O-32""}"
66.10000000000028,Driver,D3,RETURNED_TO_STAGING,"{""location"": ""0""}"
66.34381853079044,Order,O-33,CREATED,"{""location"": ""26""}"
66.4000000000005,Order,O-33,ASSIGNED_WAREHOUSE,"{""dist"": ""6.0"", ""warehouse_id"": ""W2""}"
66.4000000000005,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D10"", ""order"": ""O-33""}"
66.4000000000005,Driver,D10,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
67.50000000000055,Driver,D4,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
67.50000000000055,Order,O-32,PICKED_UP,"{""driver"": ""D4""}"
68.05722768430425,Driver,D5,RETURNED_TO_STAGING,"{""location"": ""0""}"
68.14785708048186,Order,O-29,DELIVERED,"{""driver"": ""D6""}"
68.34381853079044,Order,O-33,PICKED_UP,"{""driver"": ""D10""}"
68.56220572461056,Order,O-34,CREATED,"{""location"": ""89""}"
68.60000000000038,Order,O-34,ASSIGNED_WAREHOUSE,"{""dist"": ""15.0"", ""warehouse_id"": ""W2""}"
68.60000000000038,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D3"", ""order"": ""O-34""}"
68.80000000000042,Driver,D7,RETURNED_TO_STAGING,"{""location"": ""0""}"
69.50000000000055,Order,O-32,DELIVERED,"{""driver"": ""D4""}"
70.20141262950872,Driver,D8,RETURNED_TO_STAGING,"{""location"": ""2""}"
70.60000000000038,Driver,D3,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
70.60000000000038,Order,O-34,PICKED_UP,"{""driver"": ""D3""}"
72.82630716486457,Order,O-31,DELIVERED,"{""driver"": ""D1""}"
73.17492000492798,Order,O-30,DELIVERED,"{""driver"": ""D2""}"
73.50000000000055,Driver,D4,RETURNED_TO_STAGING,"{""location"": ""2""}"
74.08051131130162,Order,O-35,CREATED,"{""location"": ""82""}"
74.10000000000007,Order,O-35,ASSIGNED_WAREHOUSE,"{""dist"": ""8.0"", ""warehouse_id"": ""W2""}"
74.10000000000007,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D4"", ""order"": ""O-35""}"
74.10000000000007,Driver,D4,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
74.10000000000034,Driver,D9,RETURNED_TO_STAGING,"{""location"": ""0""}"
74.22867112318134,Order,O-36,CREATED,"{""location"": ""81""}"
74.30000000000005,Order,O-36,ASSIGNED_WAREHOUSE,"{""dist"": ""9.0"", ""warehouse_id"": ""W1""}"
74.30000000000005,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D5"", ""order"": ""O-36""}"
74.30000000000005,Driver,D5,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
74.34381853079044,Order,O-33,DELIVERED,"{""driver"": ""D10""}"
74.60407589389958,Order,O-37,CREATED,"{""location"": ""93""}"
74.70000000000003,Order,O-37,ASSIGNED_WAREHOUSE,"{""dist"": ""10.0"", ""warehouse_id"": ""W2""}"
74.70000000000003,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D8"", ""order"": ""O-37""}"
74.70000000000003,Driver,D8,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
75.16565015554463,Order,O-38,CREATED,"{""location"": ""59""}"
75.2,Order,O-38,ASSIGNED_WAREHOUSE,"{""dist"": ""12.0"", ""warehouse_id"": ""W2""}"
75.2,Dispatcher,W2,DISPATCHED,"{""dist"": ""2.0"", ""driver"": ""D7"", ""order"": ""O-38""}"
76.08051131130162,Order,O-35,PICKED_UP,"{""driver"": ""D4""}"
76.11996588893332,Order,O-39,CREATED,"{""location"": ""81""}"
76.19999999999995,Order,O-39,ASSIGNED_WAREHOUSE,"{""dist"": ""9.0"", ""warehouse_id"": ""W1""}"
76.19999999999995,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D9"", ""order"": ""O-39""}"
76.19999999999995,Driver,D9,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
76.22867112318134,Order,O-36,PICKED_UP,"{""driver"": ""D5""}"
76.60407589389958,Order,O-37,PICKED_UP,"{""driver"": ""D8""}"
77.14785708048186,Driver,D6,RETURNED_TO_STAGING,"{""location"": ""2""}"
77.2,Driver,D7,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
77.2,Order,O-38,PICKED_UP,"{""driver"": ""D7""}"
78.11996588893332,Order,O-39,PICKED_UP,"{""driver"": ""D9""}"
78.45050853591952,Order,O-40,CREATED,"{""location"": ""28""}"
78.49999999999982,Order,O-40,ASSIGNED_WAREHOUSE,"{""dist"": ""8.0"", ""warehouse_id"": ""W2""}"
78.49999999999982,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D6"", ""order"": ""O-40""}"
78.49999999999982,Driver,D6,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
80.34381853079044,Driver,D10,RETURNED_TO_STAGING,"{""location"": ""2""}"
80.45050853591952,Order,O-40,PICKED_UP,"{""driver"": ""D6""}"
80.75842611459029,Order,O-41,CREATED,"{""location"": ""98""}"
80.79999999999968,Order,O-41,ASSIGNED_WAREHOUSE,"{""dist"": ""15.0"", ""warehouse_id"": ""W2""}"
80.79999999999968,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D10"", ""order"": ""O-41""}"
80.79999999999968,Driver,D10,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
81.82630716486457,Driver,D1,RETURNED_TO_STAGING,"{""location"": ""0""}"
82.75842611459029,Order,O-41,PICKED_UP,"{""driver"": ""D10""}"
83.17492000492798,Driver,D2,RETURNED_TO_STAGING,"{""location"": ""2""}"
83.75064377907897,Order,O-42,CREATED,"{""location"": ""29""}"
83.79999999999951,Order,O-42,ASSIGNED_WAREHOUSE,"{""dist"": ""9.0"", ""warehouse_id"": ""W2""}"
83.79999999999951,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D2"", ""order"": ""O-42""}"
83.79999999999951,Driver,D2,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W2""}"
84.08051131130162,Order,O-35,DELIVERED,"{""driver"": ""D4""}"
85.22867112318134,Order,O-36,DELIVERED,"{""driver"": ""D5""}"
85.60000000000038,Order,O-34,DELIVERED,"{""driver"": ""D3""}"
85.75064377907897,Order,O-42,PICKED_UP,"{""driver"": ""D2""}"
86.60407589389958,Order,O-37,DELIVERED,"{""driver"": ""D8""}"
87.11996588893332,Order,O-39,DELIVERED,"{""driver"": ""D9""}"
87.20037042061392,Order,O-43,CREATED,"{""location"": ""40""}"
87.29999999999932,Order,O-43,ASSIGNED_WAREHOUSE,"{""dist"": ""4.0"", ""warehouse_id"": ""W1""}"
87.29999999999932,Dispatcher,W1,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D1"", ""order"": ""O-43""}"
87.29999999999932,Driver,D1,ARRIVED_AT_WAREHOUSE,"{""warehouse"": ""W1""}"
88.22590806512937,Order,O-44,CREATED,"{""location"": ""8""}"
88.29999999999926,Order,O-44,ASSIGNED_WAREHOUSE,"{""dist"": ""6.0"", ""warehouse_id"": ""W2""}"
88.45050853591952,Order,O-40,DELIVERED,"{""driver"": ""D6""}"
88.69984249286667,Order,O-45,CREATED,"{""location"": ""72""}"
88.69999999999924,Order,O-45,ASSIGNED_WAREHOUSE,"{""dist"": ""7.0"", ""warehouse_id"": ""W2""}"
89.2,Order,O-38,DELIVERED,"{""driver"": ""D7""}"
89.20037042061392,Order,O-43,PICKED_UP,"{""driver"": ""D1""}"
92.08051131130162,Driver,D4,RETURNED_TO_STAGING,"{""location"": ""2""}"
92.09999999999904,Dispatcher,W2,DISPATCHED,"{""dist"": ""0"", ""driver"": ""D4"", ""order"": ""O-44""}"
